home_ownership,annual_inc,loan_amount,loan_condition
RENT,55000,9600,Bad Loan
MORTGAGE,63000,12000,Bad Loan
MORTGAGE,133224,18000,Good Loan
RENT,35100,1000,Good Loan
RENT,38000,15000,Bad Loan
RENT,38000,12000,Good Loan
RENT,41000,12000,Good Loan
MORTGAGE,108000,14000,Good Loan
RENT,43000,15600,Good Loan
RENT,45000,10000,Good Loan
RENT,23000,7200,Good Loan
MORTGAGE,47532,22250,Bad Loan
RENT,26000,13250,Good Loan
MORTGAGE,150000,26400,Good Loan
RENT,32000,11000,Good Loan
RENT,55000,9600,Good Loan
RENT,35000,10000,Good Loan
OWN,75000,7000,Good Loan
MORTGAGE,74000,11000,Good Loan
MORTGAGE,50000,13000,Good Loan
OWN,30000,5000,Good Loan
RENT,37000,6000,Bad Loan
RENT,105000,3000,Good Loan
RENT,42000,8200,Bad Loan
OWN,80000,17000,Good Loan
MORTGAGE,35000,5000,Good Loan
OWN,23000,6400,Good Loan
RENT,50000,13000,Good Loan
RENT,36000,18000,Good Loan
MORTGAGE,60000,16000,Good Loan
RENT,40000,13200,Good Loan
RENT,38200,10000,Good Loan
RENT,37000,15000,Bad Loan
RENT,56000,5000,Good Loan
RENT,38000,7200,Good Loan
RENT,43000,15000,Good Loan
MORTGAGE,60000,15700,Bad Loan
RENT,46000,5000,Good Loan
MORTGAGE,105000,9600,Good Loan
RENT,107000,16000,Good Loan
MORTGAGE,235000,35000,Bad Loan
MORTGAGE,70000,21000,Good Loan
RENT,78000,12000,Bad Loan
RENT,24000,6000,Good Loan
MORTGAGE,51750,20000,Good Loan
MORTGAGE,57600,6000,Good Loan
RENT,50000,7150,Good Loan
RENT,55000,13000,Bad Loan
RENT,120000,32000,Good Loan
OWN,108000,8000,Bad Loan
RENT,40000,15500,Good Loan
RENT,97600,7000,Good Loan
MORTGAGE,70800,12000,Good Loan
RENT,45000,10400,Good Loan
RENT,60000,12000,Good Loan
MORTGAGE,88000,8000,Good Loan
MORTGAGE,74000,16000,Good Loan
RENT,91500,4500,Good Loan
RENT,42500,5000,Good Loan
RENT,45000,3600,Good Loan
RENT,75000,30000,Good Loan
MORTGAGE,103000,21000,Good Loan
RENT,42000,7000,Good Loan
MORTGAGE,90000,17475,Good Loan
MORTGAGE,63000,27575,Good Loan
MORTGAGE,25000,7000,Good Loan
RENT,35000,15000,Good Loan
RENT,16000,2250,Good Loan
MORTGAGE,53000,17050,Good Loan
RENT,110000,16500,Good Loan
MORTGAGE,69000,35000,Good Loan
RENT,16000,3250,Good Loan
MORTGAGE,38400,7000,Good Loan
MORTGAGE,80000,24000,Good Loan
RENT,80952,13200,Good Loan
OWN,65000,22750,Good Loan
RENT,70000,12000,Good Loan
MORTGAGE,175000,30000,Good Loan
RENT,34000,1200,Bad Loan
RENT,35000,4800,Good Loan
RENT,60000,18000,Good Loan
RENT,35000,7200,Good Loan
OWN,35000,15000,Good Loan
RENT,60000,10500,Good Loan
OWN,75000,15000,Good Loan
MORTGAGE,66000,5000,Bad Loan
RENT,77000,12800,Good Loan
MORTGAGE,62000,4000,Good Loan
MORTGAGE,73000,14000,Good Loan
MORTGAGE,130000,27000,Good Loan
MORTGAGE,61000,15000,Good Loan
RENT,90000,35000,Bad Loan
OWN,25000,2400,Good Loan
RENT,14400,5900,Good Loan
RENT,70000,5000,Good Loan
RENT,82500,22000,Good Loan
RENT,35000,13250,Bad Loan
RENT,43200,12600,Good Loan
MORTGAGE,125000,20000,Good Loan
MORTGAGE,80000,18000,Good Loan
RENT,87500,19200,Good Loan
MORTGAGE,22000,7000,Good Loan
OWN,80000,25000,Good Loan
MORTGAGE,70000,10000,Good Loan
MORTGAGE,17352,2250,Good Loan
RENT,63208,23000,Good Loan
RENT,48000,6750,Good Loan
MORTGAGE,45500,10000,Good Loan
MORTGAGE,48000,16000,Good Loan
RENT,19200,5600,Good Loan
RENT,68000,12000,Good Loan
OWN,35000,4800,Good Loan
MORTGAGE,63000,25000,Good Loan
RENT,29406,10000,Bad Loan
RENT,26004,2200,Bad Loan
RENT,120000,24000,Bad Loan
MORTGAGE,110000,16000,Good Loan
RENT,34000,10000,Good Loan
RENT,26500,10625,Bad Loan
RENT,40000,9600,Good Loan
MORTGAGE,88800,7200,Bad Loan
RENT,100000,12000,Good Loan
RENT,45000,5000,Good Loan
RENT,85000,30000,Good Loan
RENT,36000,12000,Good Loan
RENT,80000,18000,Good Loan
RENT,50000,10000,Good Loan
RENT,75000,10000,Good Loan
MORTGAGE,105000,26000,Good Loan
RENT,45408,17475,Good Loan
MORTGAGE,72000,10400,Bad Loan
RENT,67500,10000,Good Loan
RENT,60000,17250,Good Loan
MORTGAGE,65000,10000,Good Loan
RENT,55000,12000,Bad Loan
OWN,34848,6000,Good Loan
RENT,48000,19075,Good Loan
MORTGAGE,55000,20000,Good Loan
RENT,65000,24000,Good Loan
MORTGAGE,55000,17200,Bad Loan
MORTGAGE,75000,15000,Good Loan
RENT,30000,10625,Bad Loan
RENT,30000,8400,Good Loan
RENT,160000,28000,Good Loan
MORTGAGE,60000,16000,Good Loan
MORTGAGE,59000,18000,Good Loan
MORTGAGE,35000,15000,Good Loan
MORTGAGE,81800,20675,Good Loan
MORTGAGE,65000,13225,Good Loan
RENT,44400,11775,Good Loan
RENT,61500,16400,Bad Loan
MORTGAGE,46000,10075,Good Loan
RENT,62000,10000,Good Loan
MORTGAGE,88000,14000,Good Loan
RENT,50000,13000,Bad Loan
RENT,75000,15000,Good Loan
MORTGAGE,90000,5000,Good Loan
MORTGAGE,100000,9350,Good Loan
MORTGAGE,110000,30000,Bad Loan
RENT,40000,18225,Good Loan
MORTGAGE,50000,18000,Good Loan
MORTGAGE,88824,3600,Good Loan
MORTGAGE,180000,29000,Good Loan
OWN,40000,5000,Good Loan
RENT,50000,6400,Good Loan
RENT,40000,12000,Bad Loan
MORTGAGE,114054,35000,Good Loan
MORTGAGE,70000,18000,Good Loan
MORTGAGE,35000,8075,Good Loan
MORTGAGE,45000,15625,Good Loan
RENT,77000,24000,Good Loan
MORTGAGE,61400,5000,Bad Loan
MORTGAGE,76800,14000,Good Loan
RENT,80000,6000,Good Loan
RENT,90000,7200,Good Loan
RENT,32000,5000,Bad Loan
RENT,42000,6600,Good Loan
MORTGAGE,24000,7000,Good Loan
RENT,130000,20000,Good Loan
RENT,35000,8000,Bad Loan
RENT,70000,12000,Good Loan
RENT,67000,20000,Good Loan
RENT,31000,10000,Good Loan
RENT,50000,16000,Bad Loan
MORTGAGE,145000,10000,Good Loan
RENT,66000,18000,Good Loan
RENT,100000,4000,Good Loan
RENT,60000,15000,Good Loan
OWN,40000,10000,Bad Loan
RENT,45000,29500,Good Loan
MORTGAGE,103000,20125,Good Loan
RENT,137000,30000,Good Loan
OWN,103000,24000,Good Loan
RENT,75000,14000,Good Loan
MORTGAGE,42000,5375,Good Loan
RENT,50000,8300,Good Loan
OWN,50000,7000,Good Loan
OWN,80004,2425,Good Loan
RENT,43000,6950,Good Loan
OWN,32000,12375,Good Loan
MORTGAGE,85000,35000,Good Loan
RENT,60500,14000,Good Loan
RENT,35000,14000,Good Loan
RENT,24000,5500,Good Loan
RENT,44600,4800,Good Loan
RENT,52000,9000,Good Loan
OWN,67000,16000,Good Loan
MORTGAGE,44136,5000,Good Loan
MORTGAGE,66000,35000,Good Loan
MORTGAGE,36000,18500,Good Loan
MORTGAGE,52000,5350,Bad Loan
RENT,65000,25000,Good Loan
RENT,36000,10000,Good Loan
RENT,36500,12000,Good Loan
MORTGAGE,40000,18000,Good Loan
MORTGAGE,56604,3000,Good Loan
RENT,23040,6000,Bad Loan
RENT,90000,20000,Good Loan
MORTGAGE,99225,35000,Good Loan
RENT,52000,10000,Good Loan
RENT,35000,12000,Good Loan
OWN,17640,5875,Good Loan
RENT,86000,10000,Good Loan
MORTGAGE,118075,28000,Good Loan
RENT,48000,11200,Good Loan
RENT,65000,10000,Good Loan
RENT,40000,20000,Good Loan
RENT,28800,9450,Good Loan
OWN,38000,19000,Bad Loan
MORTGAGE,85000,18825,Good Loan
RENT,52000,20400,Good Loan
MORTGAGE,62361,21650,Good Loan
MORTGAGE,122400,24000,Bad Loan
RENT,52000,24500,Good Loan
RENT,45000,9000,Good Loan
MORTGAGE,75000,15000,Good Loan
RENT,50000,20000,Good Loan
RENT,36000,7100,Good Loan
RENT,40000,6000,Good Loan
RENT,25000,5600,Good Loan
RENT,85000,7000,Good Loan
RENT,80000,20300,Bad Loan
RENT,55000,6000,Good Loan
RENT,62000,30000,Good Loan
RENT,110000,12000,Good Loan
RENT,44000,13650,Good Loan
MORTGAGE,76000,24000,Good Loan
MORTGAGE,51000,6200,Good Loan
MORTGAGE,106000,25000,Good Loan
RENT,42000,12000,Good Loan
MORTGAGE,78000,2300,Bad Loan
RENT,19240,8875,Good Loan
RENT,75000,18800,Bad Loan
RENT,75000,12000,Good Loan
RENT,52800,9000,Good Loan
OWN,75000,7600,Good Loan
RENT,40000,16000,Good Loan
RENT,24000,12000,Good Loan
RENT,45000,22500,Good Loan
RENT,105000,20000,Good Loan
MORTGAGE,60000,6000,Good Loan
OWN,53000,7200,Good Loan
RENT,46330,8000,Good Loan
MORTGAGE,59000,24575,Bad Loan
MORTGAGE,36000,18000,Good Loan
MORTGAGE,95000,19000,Good Loan
RENT,58977,14400,Good Loan
RENT,75000,8400,Good Loan
RENT,27000,7500,Good Loan
MORTGAGE,72000,30000,Good Loan
RENT,37000,12375,Good Loan
MORTGAGE,69077,10000,Good Loan
RENT,54329,22000,Good Loan
RENT,200000,12000,Good Loan
MORTGAGE,110000,5000,Good Loan
RENT,63500,21000,Good Loan
MORTGAGE,70000,24000,Good Loan
RENT,30000,6000,Good Loan
RENT,54996,4800,Good Loan
RENT,21000,5000,Bad Loan
RENT,38000,5850,Good Loan
MORTGAGE,72000,17000,Good Loan
RENT,75000,21000,Good Loan
RENT,56000,17475,Bad Loan
OWN,48000,4750,Good Loan
MORTGAGE,100000,12000,Good Loan
OWN,50000,5275,Good Loan
RENT,28500,9175,Good Loan
RENT,37000,9600,Good Loan
RENT,60000,34475,Bad Loan
RENT,70000,22500,Good Loan
RENT,80000,12000,Good Loan
OWN,40000,12000,Good Loan
MORTGAGE,74144,10050,Bad Loan
RENT,94500,21000,Good Loan
OWN,57000,15000,Good Loan
RENT,50000,19400,Good Loan
RENT,42000,10000,Bad Loan
OWN,53000,10000,Good Loan
RENT,22000,4800,Good Loan
MORTGAGE,90000,35000,Bad Loan
RENT,42000,18200,Bad Loan
RENT,35000,6400,Good Loan
MORTGAGE,54000,13000,Good Loan
RENT,40000,2500,Good Loan
RENT,49000,6300,Good Loan
RENT,38000,4400,Good Loan
MORTGAGE,118000,6000,Good Loan
MORTGAGE,54000,20500,Good Loan
RENT,135000,8800,Good Loan
RENT,53000,17000,Bad Loan
MORTGAGE,60000,18000,Good Loan
MORTGAGE,116500,20000,Good Loan
MORTGAGE,44000,10000,Good Loan
MORTGAGE,52000,16000,Good Loan
RENT,65000,34000,Good Loan
RENT,51000,16000,Good Loan
RENT,45000,11100,Bad Loan
MORTGAGE,60000,21000,Good Loan
RENT,40000,12000,Bad Loan
OWN,20000,5000,Good Loan
OWN,42000,21000,Bad Loan
RENT,25000,10625,Good Loan
RENT,112000,18500,Bad Loan
MORTGAGE,30000,3600,Good Loan
RENT,27050,8500,Bad Loan
MORTGAGE,35000,12000,Good Loan
RENT,30000,11700,Good Loan
RENT,70000,15000,Good Loan
MORTGAGE,105000,13000,Good Loan
MORTGAGE,52000,9500,Bad Loan
RENT,108000,20000,Good Loan
MORTGAGE,92496,1800,Good Loan
MORTGAGE,47000,20000,Good Loan
RENT,24000,6000,Good Loan
RENT,67000,13000,Good Loan
RENT,50000,14400,Good Loan
MORTGAGE,48996,5000,Good Loan
RENT,165000,12000,Bad Loan
RENT,70000,25000,Good Loan
OWN,49000,21650,Good Loan
MORTGAGE,85470,19500,Good Loan
RENT,84855,5000,Bad Loan
RENT,32160,5200,Good Loan
MORTGAGE,50000,6000,Good Loan
RENT,47000,4000,Bad Loan
RENT,62000,15000,Bad Loan
RENT,115000,8000,Good Loan
MORTGAGE,64000,16500,Bad Loan
RENT,96000,11900,Good Loan
MORTGAGE,100000,20000,Good Loan
OWN,25000,4000,Bad Loan
RENT,40100,12000,Good Loan
MORTGAGE,75000,10200,Good Loan
RENT,95000,12000,Good Loan
RENT,55000,3000,Bad Loan
MORTGAGE,175000,3500,Bad Loan
RENT,37000,11000,Good Loan
OWN,60500,17000,Good Loan
OWN,60000,15000,Good Loan
RENT,52000,12000,Good Loan
RENT,95000,29100,Good Loan
MORTGAGE,48000,5000,Good Loan
MORTGAGE,60000,25850,Good Loan
OWN,140000,16400,Good Loan
MORTGAGE,65000,12000,Good Loan
MORTGAGE,47000,9600,Good Loan
RENT,28000,8000,Good Loan
RENT,45256,17500,Bad Loan
RENT,70000,16000,Good Loan
MORTGAGE,165000,35000,Bad Loan
RENT,70000,4000,Good Loan
RENT,90000,1500,Good Loan
RENT,46000,14000,Good Loan
RENT,30000,8000,Good Loan
RENT,38000,8000,Good Loan
RENT,45000,25000,Good Loan
MORTGAGE,50000,4000,Good Loan
RENT,40800,20400,Good Loan
RENT,27000,10000,Good Loan
RENT,40000,10000,Good Loan
RENT,28676,6000,Good Loan
MORTGAGE,174000,35000,Good Loan
MORTGAGE,72000,18000,Good Loan
RENT,90000,3300,Good Loan
RENT,70000,15000,Bad Loan
MORTGAGE,127000,6000,Good Loan
MORTGAGE,70000,35000,Bad Loan
RENT,62500,20000,Good Loan
MORTGAGE,35000,12200,Bad Loan
RENT,55044,4200,Good Loan
RENT,81000,25000,Bad Loan
OWN,45000,22575,Good Loan
MORTGAGE,90000,20000,Good Loan
RENT,60000,18000,Good Loan
MORTGAGE,76500,10000,Good Loan
MORTGAGE,63000,12000,Good Loan
OWN,57000,8000,Good Loan
RENT,60000,7175,Bad Loan
RENT,80000,15000,Good Loan
MORTGAGE,45000,22500,Good Loan
MORTGAGE,100800,35000,Good Loan
RENT,47840,12000,Good Loan
MORTGAGE,110000,35000,Good Loan
OWN,40000,18250,Good Loan
MORTGAGE,55800,20000,Good Loan
OWN,130000,15000,Good Loan
RENT,80000,12500,Good Loan
RENT,60000,15000,Good Loan
RENT,48000,16750,Good Loan
RENT,54600,8000,Good Loan
OWN,35000,10400,Good Loan
RENT,42000,6000,Good Loan
RENT,85000,7000,Good Loan
RENT,47500,10000,Good Loan
MORTGAGE,243600,12000,Good Loan
MORTGAGE,38418,12000,Good Loan
MORTGAGE,84000,17000,Bad Loan
RENT,31200,12950,Good Loan
MORTGAGE,70000,16000,Bad Loan
RENT,56496,10000,Bad Loan
OWN,42240,8000,Bad Loan
RENT,152000,24000,Good Loan
RENT,30000,7700,Good Loan
RENT,47000,15000,Good Loan
OWN,120000,30000,Bad Loan
MORTGAGE,50000,12000,Good Loan
MORTGAGE,39000,1200,Good Loan
RENT,26976,9000,Good Loan
RENT,50000,12000,Good Loan
RENT,30000,5000,Good Loan
MORTGAGE,45000,10400,Good Loan
MORTGAGE,72000,30000,Good Loan
RENT,103000,7200,Good Loan
MORTGAGE,57700,3500,Good Loan
RENT,52470,19500,Good Loan
RENT,49200,6350,Good Loan
RENT,90000,15000,Bad Loan
MORTGAGE,80000,10000,Good Loan
RENT,72000,8400,Bad Loan
RENT,90000,12000,Good Loan
MORTGAGE,47840,22750,Bad Loan
OWN,100000,20000,Good Loan
MORTGAGE,58000,8875,Good Loan
RENT,17000,5000,Bad Loan
OWN,45000,11200,Good Loan
RENT,90000,4000,Good Loan
RENT,75000,15000,Good Loan
MORTGAGE,30000,14750,Good Loan
OWN,125000,15000,Good Loan
RENT,45000,2500,Good Loan
RENT,26400,13475,Good Loan
OWN,35000,14000,Bad Loan
RENT,16800,6625,Good Loan
RENT,45000,10000,Good Loan
RENT,45000,12000,Good Loan
RENT,87000,20000,Good Loan
RENT,85000,14000,Good Loan
MORTGAGE,84500,35000,Good Loan
RENT,45000,4800,Good Loan
MORTGAGE,57000,12875,Good Loan
MORTGAGE,30108,1400,Bad Loan
MORTGAGE,72000,22000,Good Loan
RENT,53000,12000,Good Loan
RENT,25600,9000,Good Loan
RENT,66000,12000,Good Loan
RENT,57000,17000,Good Loan
MORTGAGE,55000,18000,Good Loan
RENT,33000,2000,Good Loan
MORTGAGE,80000,8000,Good Loan
RENT,32000,10000,Good Loan
MORTGAGE,35000,6900,Good Loan
MORTGAGE,44720,6000,Good Loan
RENT,170000,13000,Good Loan
MORTGAGE,50000,18650,Good Loan
RENT,43080,2400,Bad Loan
RENT,60000,8000,Good Loan
MORTGAGE,50000,25975,Good Loan
OWN,32500,5000,Bad Loan
MORTGAGE,24960,12500,Good Loan
MORTGAGE,42000,20000,Good Loan
MORTGAGE,50000,4800,Good Loan
RENT,55000,30000,Good Loan
MORTGAGE,93500,25000,Good Loan
OWN,20000,9250,Good Loan
MORTGAGE,72000,2400,Bad Loan
MORTGAGE,75000,12000,Good Loan
MORTGAGE,70000,3000,Good Loan
MORTGAGE,40000,12000,Good Loan
RENT,30000,10000,Bad Loan
RENT,26400,10000,Bad Loan
MORTGAGE,65000,20000,Good Loan
MORTGAGE,70000,16000,Good Loan
RENT,68000,22800,Bad Loan
RENT,52000,18000,Good Loan
OWN,39600,3500,Good Loan
OWN,62400,20000,Good Loan
RENT,18000,3000,Bad Loan
RENT,50000,27300,Good Loan
MORTGAGE,29323,12250,Good Loan
RENT,140000,20000,Good Loan
RENT,20000,4350,Good Loan
MORTGAGE,47000,21200,Good Loan
RENT,45000,2700,Good Loan
RENT,50000,8000,Good Loan
OWN,48000,6000,Good Loan
MORTGAGE,66000,7000,Good Loan
RENT,42000,7000,Good Loan
RENT,19200,6025,Good Loan
RENT,61284,15000,Good Loan
MORTGAGE,140000,18000,Good Loan
RENT,39624,20250,Good Loan
RENT,26000,3825,Good Loan
RENT,48000,10000,Good Loan
RENT,26500,6000,Good Loan
MORTGAGE,39990,2400,Good Loan
MORTGAGE,45000,7200,Good Loan
OWN,38000,14000,Good Loan
RENT,51008,8400,Good Loan
MORTGAGE,95000,13000,Good Loan
RENT,35000,4200,Bad Loan
RENT,35000,20000,Good Loan
RENT,50000,7000,Bad Loan
RENT,37500,13250,Good Loan
RENT,32000,3600,Bad Loan
MORTGAGE,27840,14000,Bad Loan
RENT,24000,6000,Good Loan
RENT,45000,9000,Good Loan
MORTGAGE,73600,15000,Good Loan
MORTGAGE,77000,10000,Good Loan
RENT,40000,9000,Good Loan
RENT,22000,5325,Bad Loan
RENT,75000,12000,Good Loan
OWN,35000,14000,Bad Loan
MORTGAGE,50000,20000,Bad Loan
RENT,50000,16000,Bad Loan
OWN,68750,35000,Good Loan
RENT,71200,11000,Good Loan
RENT,47000,5000,Good Loan
RENT,50000,20000,Good Loan
RENT,71000,35000,Good Loan
RENT,100000,12000,Good Loan
MORTGAGE,60000,12000,Good Loan
RENT,40000,14150,Good Loan
MORTGAGE,55000,4000,Good Loan
MORTGAGE,33280,12000,Good Loan
RENT,42000,6000,Good Loan
RENT,75600,17000,Bad Loan
OWN,44500,15000,Good Loan
MORTGAGE,99996,4200,Bad Loan
MORTGAGE,47760,15000,Good Loan
RENT,50000,18000,Good Loan
RENT,49200,19000,Bad Loan
MORTGAGE,145000,30000,Good Loan
MORTGAGE,264000,35000,Good Loan
OWN,51000,16000,Good Loan
RENT,48000,4000,Bad Loan
MORTGAGE,67000,7000,Good Loan
MORTGAGE,42000,12000,Good Loan
RENT,45000,12000,Good Loan
RENT,29004,7000,Good Loan
RENT,60000,10000,Bad Loan
RENT,30000,1600,Good Loan
RENT,52000,17200,Good Loan
MORTGAGE,45000,12000,Good Loan
MORTGAGE,55000,7200,Good Loan
RENT,70000,12000,Good Loan
MORTGAGE,50000,5000,Good Loan
MORTGAGE,56000,27300,Good Loan
MORTGAGE,65000,8200,Good Loan
OWN,26000,6000,Good Loan
OWN,99000,8000,Good Loan
MORTGAGE,210000,20000,Good Loan
MORTGAGE,56004,10400,Good Loan
RENT,37008,3600,Good Loan
MORTGAGE,65000,5000,Good Loan
MORTGAGE,140000,8000,Good Loan
MORTGAGE,120000,16000,Good Loan
MORTGAGE,115000,35000,Good Loan
RENT,30000,5000,Bad Loan
MORTGAGE,52000,12000,Good Loan
RENT,27000,2800,Bad Loan
RENT,39996,12000,Good Loan
RENT,54000,4000,Bad Loan
MORTGAGE,23000,7000,Good Loan
MORTGAGE,35000,5600,Good Loan
RENT,95000,12000,Bad Loan
RENT,45000,18975,Good Loan
MORTGAGE,138000,5000,Good Loan
RENT,68500,12000,Good Loan
MORTGAGE,78000,35000,Good Loan
OWN,31000,5500,Good Loan
MORTGAGE,75000,6500,Good Loan
RENT,63000,12000,Good Loan
RENT,76000,12000,Good Loan
MORTGAGE,42000,4000,Bad Loan
RENT,76000,1000,Good Loan
MORTGAGE,54996,25000,Good Loan
OWN,28944,9000,Good Loan
RENT,35000,8575,Good Loan
MORTGAGE,38000,5400,Good Loan
RENT,72000,10000,Good Loan
RENT,32000,6000,Bad Loan
RENT,33000,10000,Good Loan
RENT,44420,2575,Bad Loan
MORTGAGE,38400,10000,Good Loan
RENT,60000,8000,Bad Loan
RENT,45000,12000,Good Loan
OWN,79768,12000,Good Loan
MORTGAGE,80000,10000,Good Loan
MORTGAGE,39168,6000,Bad Loan
MORTGAGE,86000,12600,Good Loan
OWN,37200,10000,Good Loan
RENT,52000,14000,Bad Loan
RENT,62400,5000,Good Loan
RENT,60000,10000,Good Loan
MORTGAGE,100000,15000,Good Loan
RENT,29000,6000,Good Loan
RENT,83004,5450,Good Loan
MORTGAGE,57700,13500,Good Loan
RENT,45000,20000,Bad Loan
RENT,46008,3000,Good Loan
RENT,40000,5000,Good Loan
MORTGAGE,96000,7000,Good Loan
OWN,49000,16000,Good Loan
OWN,90000,3800,Good Loan
RENT,110000,28000,Good Loan
MORTGAGE,77000,15000,Bad Loan
RENT,82000,6000,Good Loan
RENT,31200,4000,Good Loan
OWN,62400,15000,Good Loan
RENT,60000,7500,Good Loan
RENT,48000,12000,Good Loan
RENT,43000,2125,Good Loan
RENT,76000,25000,Bad Loan
RENT,50000,7200,Bad Loan
MORTGAGE,200000,10000,Good Loan
RENT,52000,7000,Good Loan
RENT,65000,14000,Good Loan
MORTGAGE,170000,6000,Good Loan
OWN,68000,8000,Good Loan
MORTGAGE,70000,3000,Good Loan
RENT,45000,22000,Good Loan
RENT,52000,10000,Good Loan
MORTGAGE,42000,5000,Bad Loan
MORTGAGE,90000,6000,Good Loan
RENT,36500,5500,Bad Loan
MORTGAGE,38000,6000,Good Loan
RENT,56000,10000,Good Loan
RENT,45000,5000,Good Loan
RENT,32535,4000,Good Loan
RENT,70000,8000,Good Loan
MORTGAGE,39996,6000,Bad Loan
OWN,98000,12000,Good Loan
MORTGAGE,57000,9500,Good Loan
RENT,100000,15600,Bad Loan
RENT,42910,10000,Good Loan
RENT,54000,12000,Good Loan
RENT,40000,10000,Good Loan
MORTGAGE,80000,25000,Good Loan
RENT,28800,5300,Good Loan
MORTGAGE,70000,8000,Good Loan
OWN,27600,1000,Good Loan
MORTGAGE,62352,3800,Good Loan
RENT,60000,20000,Good Loan
MORTGAGE,60000,4200,Good Loan
MORTGAGE,70000,3500,Good Loan
RENT,45000,6000,Bad Loan
MORTGAGE,160000,15000,Good Loan
MORTGAGE,525000,30000,Bad Loan
OWN,92000,18000,Good Loan
RENT,35000,10000,Good Loan
MORTGAGE,38000,6500,Good Loan
RENT,87500,25000,Good Loan
RENT,31000,15000,Bad Loan
RENT,55000,22000,Good Loan
RENT,42000,9600,Bad Loan
RENT,65000,14650,Good Loan
RENT,43000,11250,Good Loan
MORTGAGE,180000,31000,Good Loan
MORTGAGE,100000,14000,Good Loan
RENT,24600,9000,Good Loan
MORTGAGE,45000,6500,Good Loan
MORTGAGE,55000,16500,Good Loan
MORTGAGE,89000,14000,Good Loan
MORTGAGE,75000,25000,Good Loan
RENT,30000,5600,Good Loan
RENT,38000,10000,Good Loan
RENT,70000,25000,Good Loan
RENT,35000,5000,Good Loan
RENT,60000,3600,Bad Loan
RENT,52000,10800,Good Loan
RENT,49200,4800,Good Loan
RENT,46440,6075,Good Loan
RENT,42000,9600,Good Loan
OWN,107800,5200,Good Loan
RENT,22000,11000,Good Loan
MORTGAGE,160000,35000,Good Loan
MORTGAGE,65500,11000,Good Loan
OWN,78586,20500,Bad Loan
RENT,67200,15000,Good Loan
RENT,38424,8475,Bad Loan
RENT,40000,9250,Good Loan
RENT,36000,6000,Good Loan
MORTGAGE,29280,9400,Good Loan
MORTGAGE,64000,5000,Good Loan
RENT,63945,3500,Good Loan
RENT,27600,7500,Good Loan
RENT,19800,3625,Good Loan
RENT,47000,4000,Bad Loan
RENT,50000,18825,Good Loan
OWN,17500,5500,Good Loan
MORTGAGE,75000,31300,Good Loan
RENT,49000,26000,Bad Loan
RENT,41000,12000,Good Loan
RENT,30000,4250,Good Loan
MORTGAGE,50000,6000,Good Loan
RENT,63000,18000,Good Loan
MORTGAGE,56500,20000,Good Loan
RENT,14400,3250,Good Loan
MORTGAGE,75000,22000,Good Loan
MORTGAGE,62400,8000,Good Loan
RENT,61500,12650,Good Loan
MORTGAGE,33000,8875,Good Loan
MORTGAGE,112000,20000,Good Loan
MORTGAGE,40406,20000,Good Loan
MORTGAGE,78000,27600,Good Loan
RENT,45600,23000,Bad Loan
MORTGAGE,55000,20000,Good Loan
MORTGAGE,68004,15000,Good Loan
MORTGAGE,132000,18000,Good Loan
MORTGAGE,42000,12000,Good Loan
MORTGAGE,50364,6000,Good Loan
MORTGAGE,57200,7500,Good Loan
RENT,60000,10000,Good Loan
MORTGAGE,120000,35000,Good Loan
MORTGAGE,74004,12000,Good Loan
OWN,72000,13150,Good Loan
MORTGAGE,60000,1200,Good Loan
RENT,19800,5000,Good Loan
MORTGAGE,35004,12000,Bad Loan
MORTGAGE,65000,20000,Good Loan
MORTGAGE,48000,4300,Good Loan
RENT,19200,5375,Good Loan
MORTGAGE,50000,2200,Bad Loan
RENT,88000,28000,Good Loan
MORTGAGE,32000,5300,Good Loan
RENT,42500,7500,Good Loan
OWN,74000,12600,Good Loan
RENT,39000,9250,Good Loan
RENT,33000,7000,Good Loan
MORTGAGE,65000,20000,Good Loan
RENT,150000,24000,Bad Loan
RENT,32400,10275,Bad Loan
RENT,70000,10000,Good Loan
MORTGAGE,46200,24250,Good Loan
MORTGAGE,83000,12000,Good Loan
MORTGAGE,65000,12000,Good Loan
RENT,37000,7400,Good Loan
OWN,60000,12000,Good Loan
MORTGAGE,60000,10000,Good Loan
RENT,45000,13200,Good Loan
